dates,etcs,parks,results,times,year
05.19(금),-,수원,넥센 win 4 vs lose 3 KT,18:30,2017
05.20(토),-,수원,넥센 win 11 vs lose 3 KT,17:00,2017
05.21(일),-,수원,넥센 lose 4 vs win 13 KT,14:00,2017
04.26(수),-,마산,KT lose 4 vs win 11 NC,18:30,2017
04.27(목),-,마산,KT lose 0 vs win 3 NC,18:30,2017
04.28(금),-,광주,NC lose 3 vs win 9 KIA,18:30,2017
05.20(토),-,잠실,롯데 lose 2 vs win 3 LG,17:00,2017
05.21(일),-,잠실,롯데 lose 3 vs win 4 LG,14:00,2017
05.23(화),우천취소,잠실,두산vs LG,18:30,2017
05.26(금),-,고척,삼성 lose 3 vs win 18 넥센,18:30,2017
05.27(토),-,고척,삼성 lose 4 vs win 7 넥센,17:00,2017
05.28(일),-,고척,삼성 win 3 vs lose 2 넥센,14:00,2017
05.16(화),-,잠실,NC win 2 vs lose 1 두산,18:30,2017
05.17(수),-,잠실,NC win 2 vs lose 1 두산,18:30,2017
05.18(목),-,잠실,NC lose 4 vs win 7 두산,18:30,2017
06.07(수),-,잠실,삼성 lose 7 vs win 9 두산,18:30,2017
06.08(목),-,잠실,삼성 lose 3 vs win 4 두산,18:30,2017
06.09(금),-,대전,삼성 win 8 vs lose 5 한화,18:30,2017
05.25(목),-,잠실,두산 win 9 vs lose 7 LG,18:30,2017
05.26(금),-,잠실,KT win 5 vs lose 3 두산,18:30,2017
05.27(토),-,잠실,KT lose 4 vs win 10 두산,17:00,2017
05.07(일),-,고척,SK same 6 vs same 6 넥센,14:00,2017
05.09(화),우천취소,잠실,SKvs 두산,18:30,2017
05.10(수),-,잠실,SK lose 0 vs win 6 두산,18:30,2017
06.11(일),-,광주,넥센 lose 2 vs win 6 KIA,17:00,2017
06.13(화),-,고척,NC win 14 vs lose 5 넥센,18:30,2017
06.14(수),-,고척,NC lose 4 vs win 8 넥센,18:30,2017
06.01(목),-,대전,두산 win 8 vs lose 6 한화,18:30,2017
06.02(금),-,고척,두산 win 15 vs lose 4 넥센,18:30,2017
06.03(토),-,고척,두산 lose 5 vs win 8 넥센,17:00,2017
06.04(일),-,사직,KT lose 8 vs win 14 롯데,17:00,2017
06.06(화),-,마산,롯데 win 5 vs lose 4 NC,17:00,2017
06.07(수),-,마산,롯데 lose 4 vs win 12 NC,18:30,2017
06.14(수),-,문학,한화 lose 3 vs win 6 SK,18:30,2017
06.15(목),-,문학,한화 lose 3 vs win 4 SK,18:30,2017
06.16(금),-,대구,SK win 2 vs lose 1 삼성,18:30,2017
05.18(목),-,고척,한화 lose 6 vs win 8 넥센,18:30,2017
05.19(금),-,대전,삼성 win 6 vs lose 2 한화,18:30,2017
05.20(토),-,대전,삼성 win 9 vs lose 8 한화,17:00,2017
05.23(화),-,대구,KT win 12 vs lose 3 삼성,18:30,2017
05.24(수),-,대구,KT win 9 vs lose 8 삼성,18:30,2017
05.25(목),-,대구,KT lose 4 vs win 6 삼성,18:30,2017
04.29(토),-,광주,NC win 8 vs lose 6 KIA,17:00,2017
04.30(일),-,광주,NC win 12 vs lose 1 KIA,14:00,2017
05.24(수),-,잠실,두산 win 2 vs lose 1 LG,18:30,2017
05.25(목),-,잠실,두산 win 9 vs lose 7 LG,18:30,2017
05.26(금),-,문학,LG lose 1 vs win 6 SK,18:30,2017
05.30(화),-,잠실,넥센 win 3 vs lose 1 LG,18:30,2017
05.31(수),-,잠실,넥센 lose 2 vs win 5 LG,18:30,2017
05.19(금),-,마산,SK win 11 vs lose 1 NC,18:30,2017
05.20(토),-,마산,SK lose 0 vs win 1 NC,17:00,2017
05.21(일),-,마산,SK win 9 vs lose 4 NC,14:00,2017
06.10(토),-,대전,삼성 lose 2 vs win 10 한화,17:00,2017
06.11(일),-,대전,삼성 win 7 vs lose 4 한화,17:00,2017
05.28(일),-,잠실,KT lose 5 vs win 9 두산,14:00,2017
05.30(화),-,대전,두산 lose 2 vs win 5 한화,18:30,2017
05.31(수),-,대전,두산 lose 1 vs win 3 한화,18:30,2017
05.11(목),-,잠실,SK lose 0 vs win 7 두산,18:30,2017
05.12(금),-,문학,KIA lose 2 vs win 8 SK,18:30,2017
05.13(토),-,문학,KIA win 5 vs lose 3 SK,17:00,2017
06.15(목),-,고척,NC win 9 vs lose 8 넥센,18:30,2017
06.16(금),-,고척,롯데 lose 1 vs win 2 넥센,18:30,2017
06.17(토),-,고척,롯데 lose 2 vs win 8 넥센,17:00,2017
06.01(목),-,수원,SK win 10 vs lose 4 KT,18:30,2017
06.02(금),-,사직,KT win 11 vs lose 8 롯데,18:30,2017
06.03(토),-,사직,KT win 10 vs lose 1 롯데,17:00,2017
06.04(일),-,고척,두산 win 6 vs lose 1 넥센,17:00,2017
06.06(화),-,잠실,삼성 win 12 vs lose 10 두산,14:00,2017
06.07(수),-,잠실,삼성 lose 7 vs win 9 두산,18:30,2017
06.08(목),-,마산,롯데 lose 0 vs win 16 NC,18:30,2017
06.09(금),-,울산,두산 win 4 vs lose 0 롯데,18:30,2017
06.10(토),-,울산,두산 lose 6 vs win 7 롯데,17:00,2017
05.02(화),-,수원,롯데 win 9 vs lose 0 KT,18:30,2017
05.03(수),-,수원,롯데 lose 2 vs win 8 KT,14:00,2017
05.04(목),-,수원,롯데 win 3 vs lose 2 KT,18:30,2017
06.17(토),-,대구,SK win 14 vs lose 10 삼성,17:00,2017
06.18(일),-,대구,SK lose 5 vs win 7 삼성,17:00,2017
06.20(화),-,문학,NC lose 1 vs win 7 SK,18:30,2017
05.21(일),-,대전,삼성 win 8 vs lose 7 한화,14:00,2017
05.23(화),-,대전,KIA win 13 vs lose 8 한화,18:30,2017
05.24(수),-,대전,KIA win 9 vs lose 3 한화,18:30,2017
05.26(금),-,잠실,KT win 5 vs lose 3 두산,18:30,2017
05.27(토),-,잠실,KT lose 4 vs win 10 두산,17:00,2017
05.28(일),-,잠실,KT lose 5 vs win 9 두산,14:00,2017
05.27(토),-,문학,LG lose 3 vs win 4 SK,17:00,2017
05.28(일),-,문학,LG lose 2 vs win 5 SK,14:00,2017
05.30(화),-,잠실,넥센 win 3 vs lose 1 LG,18:30,2017
05.23(화),-,고척,NC win 15 vs lose 4 넥센,18:30,2017
05.24(수),-,고척,NC win 5 vs lose 4 넥센,18:30,2017
05.25(목),-,고척,NC win 13 vs lose 3 넥센,18:30,2017
06.13(화),-,포항,KT lose 0 vs win 4 삼성,18:30,2017
06.14(수),-,포항,KT win 7 vs lose 5 삼성,18:30,2017
06.15(목),-,포항,KT lose 2 vs win 6 삼성,18:30,2017
05.14(일),-,문학,KIA lose 3 vs win 4 SK,14:00,2017
05.16(화),-,문학,삼성 win 8 vs lose 2 SK,18:30,2017
06.18(일),-,고척,롯데 lose 3 vs win 14 넥센,17:00,2017
06.20(화),-,대전,넥센 lose 5 vs win 6 한화,18:30,2017
06.21(수),-,대전,넥센 win 6 vs lose 5 한화,18:30,2017
06.04(일),-,사직,KT lose 8 vs win 14 롯데,17:00,2017
06.06(화),우천취소,수원,LGvs KT,17:00,2017
06.07(수),-,수원,LG win 11 vs lose 7 KT,18:30,2017
06.08(목),-,잠실,삼성 lose 3 vs win 4 두산,18:30,2017
06.09(금),-,울산,두산 win 4 vs lose 0 롯데,18:30,2017
06.10(토),-,울산,두산 lose 6 vs win 7 롯데,17:00,2017
06.11(일),-,울산,두산 lose 4 vs win 7 롯데,17:00,2017
06.13(화),-,사직,KIA win 10 vs lose 7 롯데,18:30,2017
06.14(수),-,사직,KIA win 6 vs lose 3 롯데,18:30,2017
05.05(금),-,사직,KIA win 5 vs lose 3 롯데,14:00,2017
05.06(토),-,사직,KIA win 3 vs lose 0 롯데,17:00,2017
05.07(일),-,사직,KIA win 5 vs lose 3 롯데,14:00,2017
06.01(목),-,마산,KIA lose 7 vs win 8 NC,18:30,2017
06.02(금),-,잠실,NC win 4 vs lose 1 LG,18:30,2017
06.03(토),-,잠실,NC win 4 vs lose 3 LG,17:00,2017
06.21(수),-,문학,NC win 2 vs lose 1 SK,18:30,2017
06.22(목),-,문학,NC lose 6 vs win 13 SK,18:30,2017
06.23(금),-,문학,KT lose 2 vs win 4 SK,18:30,2017
05.25(목),-,대전,KIA win 6 vs lose 4 한화,18:30,2017
05.26(금),-,마산,한화 lose 3 vs win 5 NC,18:30,2017
05.27(토),-,마산,한화 win 6 vs lose 1 NC,17:00,2017
05.30(화),-,수원,SK win 8 vs lose 3 KT,18:30,2017
05.31(수),-,수원,SK win 8 vs lose 2 KT,18:30,2017
05.31(수),-,잠실,넥센 lose 2 vs win 5 LG,18:30,2017
05.26(금),-,마산,한화 lose 3 vs win 5 NC,18:30,2017
05.27(토),-,마산,한화 win 6 vs lose 1 NC,17:00,2017
05.28(일),-,마산,한화 win 8 vs lose 1 NC,14:00,2017
06.16(금),-,대구,SK win 2 vs lose 1 삼성,18:30,2017
06.17(토),-,대구,SK win 14 vs lose 10 삼성,17:00,2017
05.17(수),-,문학,삼성 win 5 vs lose 2 SK,18:30,2017
05.18(목),-,문학,삼성 lose 1 vs win 4 SK,18:30,2017
05.19(금),-,마산,SK win 11 vs lose 1 NC,18:30,2017
06.22(목),-,대전,넥센 lose 12 vs win 13 한화,18:30,2017
06.23(금),-,고척,LG lose 3 vs win 8 넥센,18:30,2017
06.24(토),-,고척,LG win 8 vs lose 2 넥센,17:00,2017
06.08(목),-,수원,LG win 5 vs lose 4 KT,18:30,2017
06.09(금),-,마산,KT lose 5 vs win 6 NC,18:30,2017
06.10(토),-,마산,KT lose 1 vs win 4 NC,17:00,2017
06.11(일),-,울산,두산 lose 4 vs win 7 롯데,17:00,2017
06.13(화),-,잠실,LG lose 4 vs win 7 두산,18:30,2017
06.14(수),-,잠실,LG win 5 vs lose 1 두산,18:30,2017
06.15(목),-,사직,KIA win 7 vs lose 5 롯데,18:30,2017
06.16(금),-,고척,롯데 lose 1 vs win 2 넥센,18:30,2017
07.01(토),-,문학,삼성 win 7 vs lose 4 SK,18:00,2017
07.02(일),-,문학,삼성 lose 5 vs win 6 SK,18:00,2017
07.04(화),-,문학,KIA win 15 vs lose 6 SK,18:30,2017
05.09(화),우천취소,대전,롯데vs 한화,18:30,2017
05.10(수),-,대전,롯데 win 8 vs lose 1 한화,18:30,2017
05.11(목),-,대전,롯데 lose 1 vs win 2 한화,18:30,2017
06.04(일),-,잠실,NC win 6 vs lose 5 LG,17:00,2017
06.06(화),-,마산,롯데 win 5 vs lose 4 NC,17:00,2017
06.07(수),-,마산,롯데 lose 4 vs win 12 NC,18:30,2017
06.24(토),-,문학,KT lose 1 vs win 2 SK,17:00,2017
06.25(일),-,문학,KT lose 6 vs win 7 SK,17:00,2017
05.28(일),-,마산,한화 win 8 vs lose 1 NC,14:00,2017
05.30(화),-,대전,두산 lose 2 vs win 5 한화,18:30,2017
05.31(수),-,대전,두산 lose 1 vs win 3 한화,18:30,2017
05.30(화),-,마산,KIA win 9 vs lose 7 NC,18:30,2017
05.31(수),-,마산,KIA win 10 vs lose 2 NC,18:30,2017
06.18(일),-,대구,SK lose 5 vs win 7 삼성,17:00,2017
06.20(화),-,잠실,삼성 lose 3 vs win 5 LG,18:30,2017
06.21(수),-,잠실,삼성 win 10 vs lose 3 LG,18:30,2017
05.20(토),-,마산,SK lose 0 vs win 1 NC,17:00,2017
05.21(일),-,마산,SK win 9 vs lose 4 NC,14:00,2017
05.23(화),-,사직,SK lose 6 vs win 7 롯데,18:30,2017
06.25(일),-,고척,LG lose 2 vs win 4 넥센,17:00,2017
06.27(화),-,마산,넥센 lose 2 vs win 7 NC,18:30,2017
06.28(수),-,마산,넥센 lose 3 vs win 9 NC,18:30,2017
06.11(일),-,마산,KT lose 0 vs win 5 NC,17:00,2017
06.13(화),-,포항,KT lose 0 vs win 4 삼성,18:30,2017
06.14(수),-,포항,KT win 7 vs lose 5 삼성,18:30,2017
06.15(목),-,잠실,LG win 12 vs lose 6 두산,18:30,2017
06.16(금),-,잠실,NC win 11 vs lose 5 두산,18:30,2017
06.17(토),-,잠실,NC lose 4 vs win 14 두산,17:00,2017
06.17(토),-,고척,롯데 lose 2 vs win 8 넥센,17:00,2017
06.18(일),-,고척,롯데 lose 3 vs win 14 넥센,17:00,2017
06.20(화),-,수원,롯데 win 10 vs lose 2 KT,18:30,2017
07.05(수),-,문학,KIA lose 17 vs win 18 SK,18:30,2017
07.06(목),-,문학,KIA win 5 vs lose 3 SK,18:30,2017
07.07(금),-,사직,SK win 6 vs lose 5 롯데,18:30,2017
05.02(화),-,고척,KIA win 9 vs lose 3 넥센,18:30,2017
05.03(수),-,고척,KIA win 2 vs lose 1 넥센,14:00,2017
05.04(목),-,고척,KIA lose 1 vs win 9 넥센,18:30,2017
06.01(목),-,대전,두산 win 8 vs lose 6 한화,18:30,2017
06.02(금),-,대전,SK lose 4 vs win 5 한화,18:30,2017
06.03(토),-,대전,SK win 5 vs lose 2 한화,17:00,2017
05.12(금),우천취소,사직,두산vs 롯데,18:30,2017
05.13(토),-,사직,두산 win 9 vs lose 4 롯데,17:00,2017
05.14(일),-,사직,두산 win 15 vs lose 1 롯데,14:00,2017
06.08(목),-,마산,롯데 lose 0 vs win 16 NC,18:30,2017
06.09(금),-,마산,KT lose 5 vs win 6 NC,18:30,2017
06.10(토),-,마산,KT lose 1 vs win 4 NC,17:00,2017
06.27(화),-,잠실,SK win 5 vs lose 1 두산,18:30,2017
06.28(수),-,잠실,SK win 3 vs lose 0 두산,18:30,2017
06.29(목),-,잠실,SK lose 3 vs win 6 두산,18:30,2017
06.22(목),-,잠실,삼성 win 5 vs lose 1 LG,18:30,2017
06.23(금),-,대구,한화 lose 3 vs win 5 삼성,18:30,2017
06.24(토),-,대구,한화 lose 2 vs win 8 삼성,17:00,2017
05.24(수),-,사직,SK lose 5 vs win 7 롯데,18:30,2017
05.25(목),-,사직,SK lose 6 vs win 17 롯데,18:30,2017
05.26(금),-,문학,LG lose 1 vs win 6 SK,18:30,2017
06.29(목),우천취소,마산,넥센vs NC,18:30,2017
06.30(금),-,수원,넥센 win 9 vs lose 5 KT,18:30,2017
06.15(목),-,포항,KT lose 2 vs win 6 삼성,18:30,2017
06.16(금),-,수원,한화 win 15 vs lose 14 KT,18:30,2017
06.17(토),-,수원,한화 win 9 vs lose 1 KT,17:00,2017
06.18(일),-,잠실,NC lose 11 vs win 13 두산,17:00,2017
06.20(화),우천취소,광주,두산vs KIA,18:30,2017
06.21(수),-,수원,롯데 win 10 vs lose 4 KT,18:30,2017
06.22(목),-,수원,롯데 lose 3 vs win 10 KT,18:30,2017
06.23(금),-,잠실,롯데 lose 1 vs win 9 두산,18:30,2017
07.08(토),-,사직,SK lose 4 vs win 6 롯데,18:00,2017
07.09(일),-,사직,SK win 6 vs lose 0 롯데,18:00,2017
07.11(화),-,문학,LG lose 1 vs win 6 SK,18:30,2017
07.01(토),-,잠실,KIA win 10 vs lose 4 LG,18:00,2017
07.02(일),-,잠실,KIA win 13 vs lose 4 LG,18:00,2017
07.04(화),-,문학,KIA win 15 vs lose 6 SK,18:30,2017
05.05(금),-,사직,KIA win 5 vs lose 3 롯데,14:00,2017
05.06(토),-,사직,KIA win 3 vs lose 0 롯데,17:00,2017
06.04(일),-,대전,SK win 7 vs lose 4 한화,17:00,2017
06.06(화),우천취소,광주,한화vs KIA,17:00,2017
06.07(수),-,광주,한화 lose 0 vs win 7 KIA,18:30,2017
05.16(화),-,사직,KT lose 0 vs win 6 롯데,18:30,2017
05.17(수),-,사직,KT lose 4 vs win 9 롯데,18:30,2017
05.18(목),-,사직,KT lose 4 vs win 11 롯데,18:30,2017
06.11(일),-,마산,KT lose 0 vs win 5 NC,17:00,2017
06.13(화),-,고척,NC win 14 vs lose 5 넥센,18:30,2017
06.14(수),-,고척,NC lose 4 vs win 8 넥센,18:30,2017
06.30(금),-,문학,삼성 lose 5 vs win 7 SK,18:30,2017
06.25(일),-,대구,한화 same 7 vs same 7 삼성,17:00,2017
06.27(화),-,광주,삼성 lose 4 vs win 11 KIA,18:30,2017
06.28(수),-,광주,삼성 lose 4 vs win 13 KIA,18:30,2017
05.27(토),-,문학,LG lose 3 vs win 4 SK,17:00,2017
05.28(일),-,문학,LG lose 2 vs win 5 SK,14:00,2017
05.30(화),-,수원,SK win 8 vs lose 3 KT,18:30,2017
06.18(일),-,수원,한화 win 13 vs lose 5 KT,17:00,2017
06.20(화),-,수원,롯데 win 10 vs lose 2 KT,18:30,2017
06.21(수),-,수원,롯데 win 10 vs lose 4 KT,18:30,2017
06.21(수),-,광주,두산 lose 8 vs win 20 KIA,18:30,2017
06.22(목),-,광주,두산 lose 5 vs win 11 KIA,18:30,2017
06.24(토),-,잠실,롯데 win 8 vs lose 4 두산,17:00,2017
06.25(일),-,잠실,롯데 win 4 vs lose 2 두산,17:00,2017
06.27(화),-,사직,LG lose 10 vs win 11 롯데,18:30,2017
07.01(토),-,대전,두산 lose 3 vs win 9 한화,18:00,2017
07.02(일),우천취소,대전,두산vs 한화,18:00,2017
07.04(화),-,고척,한화 lose 5 vs win 7 넥센,18:30,2017
07.12(수),-,문학,LG win 12 vs lose 6 SK,18:30,2017
07.13(목),-,문학,LG win 9 vs lose 1 SK,18:30,2017
07.18(화),-,문학,두산 win 6 vs lose 4 SK,18:30,2017
07.05(수),-,문학,KIA lose 17 vs win 18 SK,18:30,2017
07.06(목),-,문학,KIA win 5 vs lose 3 SK,18:30,2017
07.07(금),우천취소,수원,KIAvs KT,18:30,2017
05.07(일),-,사직,KIA win 5 vs lose 3 롯데,14:00,2017
05.09(화),-,광주,KT lose 4 vs win 9 KIA,18:30,2017
06.08(목),-,광주,한화 lose 4 vs win 8 KIA,18:30,2017
06.09(금),-,대전,삼성 win 8 vs lose 5 한화,18:30,2017
06.10(토),-,대전,삼성 lose 2 vs win 10 한화,17:00,2017
05.19(금),-,잠실,롯데 win 9 vs lose 4 LG,18:30,2017
05.20(토),-,잠실,롯데 lose 2 vs win 3 LG,17:00,2017
05.21(일),-,잠실,롯데 lose 3 vs win 4 LG,14:00,2017
06.15(목),-,고척,NC win 9 vs lose 8 넥센,18:30,2017
06.16(금),-,잠실,NC win 11 vs lose 5 두산,18:30,2017
06.17(토),-,잠실,NC lose 4 vs win 14 두산,17:00,2017
06.29(목),-,광주,삼성 lose 1 vs win 22 KIA,18:30,2017
06.30(금),-,문학,삼성 lose 5 vs win 7 SK,18:30,2017
05.31(수),-,수원,SK win 8 vs lose 2 KT,18:30,2017
06.22(목),-,수원,롯데 lose 3 vs win 10 KT,18:30,2017
06.23(금),-,문학,KT lose 2 vs win 4 SK,18:30,2017
06.24(토),-,문학,KT lose 1 vs win 2 SK,17:00,2017
06.23(금),-,잠실,롯데 lose 1 vs win 9 두산,18:30,2017
06.24(토),-,잠실,롯데 win 8 vs lose 4 두산,17:00,2017
06.25(일),-,잠실,롯데 win 4 vs lose 2 두산,17:00,2017
06.28(수),-,사직,LG same 9 vs same 9 롯데,18:30,2017
06.29(목),우천취소,사직,LGvs 롯데,18:30,2017
07.05(수),-,고척,한화 lose 7 vs win 12 넥센,18:30,2017
07.06(목),-,고척,한화 lose 6 vs win 13 넥센,18:30,2017
07.07(금),우천취소,잠실,한화vs LG,18:30,2017
07.19(수),-,문학,두산 lose 8 vs win 12 SK,18:30,2017
07.20(목),-,문학,두산 win 14 vs lose 2 SK,18:30,2017
07.21(금),-,마산,SK lose 6 vs win 10 NC,18:30,2017
05.02(화),-,대구,두산 lose 5 vs win 6 삼성,18:30,2017
05.03(수),-,대구,두산 win 10 vs lose 4 삼성,14:00,2017
05.04(목),-,대구,두산 win 17 vs lose 2 삼성,18:30,2017
07.08(토),-,수원,KIA win 20 vs lose 8 KT,18:00,2017
07.09(일),우천취소,수원,KIAvs KT,18:00,2017
07.11(화),-,광주,NC lose 4 vs win 7 KIA,18:30,2017
07.01(토),우천취소,수원,넥센vs KT,18:00,2017
07.02(일),-,수원,넥센 win 5 vs lose 1 KT,18:00,2017
07.04(화),-,고척,한화 lose 5 vs win 7 넥센,18:30,2017
05.10(수),-,광주,KT win 3 vs lose 0 KIA,18:30,2017
05.11(목),-,광주,KT win 4 vs lose 2 KIA,18:30,2017
05.12(금),-,문학,KIA lose 2 vs win 8 SK,18:30,2017
06.11(일),-,대전,삼성 win 7 vs lose 4 한화,17:00,2017
06.13(화),-,문학,한화 win 11 vs lose 8 SK,18:30,2017
06.14(수),-,문학,한화 lose 3 vs win 6 SK,18:30,2017
05.23(화),-,사직,SK lose 6 vs win 7 롯데,18:30,2017
05.24(수),-,사직,SK lose 5 vs win 7 롯데,18:30,2017
05.25(목),-,사직,SK lose 6 vs win 17 롯데,18:30,2017
06.18(일),-,잠실,NC lose 11 vs win 13 두산,17:00,2017
06.20(화),-,문학,NC lose 1 vs win 7 SK,18:30,2017
06.21(수),-,문학,NC win 2 vs lose 1 SK,18:30,2017
06.25(일),-,문학,KT lose 6 vs win 7 SK,17:00,2017
06.27(화),-,청주,KT lose 1 vs win 4 한화,18:30,2017
06.28(수),-,청주,KT win 5 vs lose 4 한화,18:30,2017
06.27(화),-,잠실,SK win 5 vs lose 1 두산,18:30,2017
06.28(수),-,잠실,SK win 3 vs lose 0 두산,18:30,2017
06.29(목),-,잠실,SK lose 3 vs win 6 두산,18:30,2017
06.30(금),-,사직,NC lose 0 vs win 9 롯데,18:30,2017
07.08(토),-,잠실,한화 win 6 vs lose 3 LG,18:00,2017
07.09(일),-,잠실,한화 lose 2 vs win 3 LG,18:00,2017
07.11(화),-,대전,롯데 win 5 vs lose 4 한화,18:30,2017
07.22(토),-,마산,SK lose 2 vs win 8 NC,18:00,2017
07.23(일),-,마산,SK lose 1 vs win 8 NC,18:00,2017
07.25(화),-,광주,SK lose 10 vs win 11 KIA,18:30,2017
05.05(금),-,마산,삼성 lose 2 vs win 7 NC,14:00,2017
05.06(토),-,마산,삼성 win 12 vs lose 1 NC,17:00,2017
05.07(일),-,마산,삼성 lose 3 vs win 13 NC,14:00,2017
07.01(토),-,잠실,KIA win 10 vs lose 4 LG,18:00,2017
07.02(일),-,잠실,KIA win 13 vs lose 4 LG,18:00,2017
07.04(화),우천취소,마산,LGvs NC,18:30,2017
07.12(수),-,광주,NC lose 6 vs win 7 KIA,18:30,2017
07.13(목),-,광주,NC lose 1 vs win 7 KIA,18:30,2017
07.18(화),-,고척,KIA win 4 vs lose 3 넥센,18:30,2017
07.05(수),-,고척,한화 lose 7 vs win 12 넥센,18:30,2017
07.06(목),-,고척,한화 lose 6 vs win 13 넥센,18:30,2017
07.07(금),-,대구,넥센 win 9 vs lose 2 삼성,18:30,2017
05.13(토),-,문학,KIA win 5 vs lose 3 SK,17:00,2017
05.14(일),-,문학,KIA lose 3 vs win 4 SK,14:00,2017
05.16(화),-,광주,LG lose 2 vs win 3 KIA,18:30,2017
06.15(목),-,문학,한화 lose 3 vs win 4 SK,18:30,2017
06.16(금),-,수원,한화 win 15 vs lose 14 KT,18:30,2017
06.17(토),-,수원,한화 win 9 vs lose 1 KT,17:00,2017
05.26(금),-,광주,롯데 win 8 vs lose 2 KIA,18:30,2017
05.27(토),-,광주,롯데 lose 7 vs win 15 KIA,17:00,2017
05.28(일),-,광주,롯데 lose 4 vs win 8 KIA,14:00,2017
06.22(목),-,문학,NC lose 6 vs win 13 SK,18:30,2017
06.23(금),-,마산,KIA lose 1 vs win 4 NC,18:30,2017
06.24(토),-,마산,KIA lose 1 vs win 6 NC,17:00,2017
06.29(목),-,청주,KT lose 5 vs win 8 한화,18:30,2017
06.30(금),-,수원,넥센 win 9 vs lose 5 KT,18:30,2017
06.30(금),-,대전,두산 lose 8 vs win 13 한화,18:30,2017
07.12(수),-,대전,롯데 win 8 vs lose 4 한화,18:30,2017
07.13(목),-,대전,롯데 lose 4 vs win 6 한화,18:30,2017
07.18(화),-,청주,NC win 7 vs lose 4 한화,18:30,2017
07.26(수),-,광주,SK lose 7 vs win 8 KIA,18:30,2017
07.27(목),-,광주,SK lose 1 vs win 9 KIA,18:30,2017
07.28(금),-,문학,롯데 lose 7 vs win 8 SK,18:30,2017
05.09(화),우천취소,대구,LGvs 삼성,18:30,2017
05.10(수),-,대구,LG win 6 vs lose 1 삼성,18:30,2017
05.11(목),-,대구,LG win 8 vs lose 5 삼성,18:30,2017
07.05(수),-,마산,LG win 12 vs lose 5 NC,18:30,2017
07.06(목),우천취소,마산,LGvs NC,18:30,2017
07.07(금),우천취소,잠실,한화vs LG,18:30,2017
07.01(토),우천취소,수원,넥센vs KT,18:00,2017
07.02(일),-,수원,넥센 win 5 vs lose 1 KT,18:00,2017
07.04(화),-,잠실,KT lose 1 vs win 8 두산,18:30,2017
07.19(수),-,고척,KIA lose 2 vs win 4 넥센,18:30,2017
07.20(목),-,고척,KIA win 8 vs lose 7 넥센,18:30,2017
07.21(금),-,광주,롯데 win 4 vs lose 3 KIA,18:30,2017
07.08(토),-,대구,넥센 win 10 vs lose 8 삼성,18:00,2017
07.09(일),-,대구,넥센 lose 2 vs win 7 삼성,18:00,2017
07.11(화),-,잠실,넥센 win 5 vs lose 1 두산,18:30,2017
05.17(수),-,광주,LG lose 3 vs win 8 KIA,18:30,2017
05.18(목),-,광주,LG lose 4 vs win 9 KIA,18:30,2017
05.19(금),-,광주,두산 win 7 vs lose 6 KIA,18:30,2017
06.18(일),-,수원,한화 win 13 vs lose 5 KT,17:00,2017
06.20(화),-,대전,넥센 lose 5 vs win 6 한화,18:30,2017
06.21(수),-,대전,넥센 win 6 vs lose 5 한화,18:30,2017
05.30(화),-,대구,롯데 win 1 vs lose 0 삼성,18:30,2017
05.31(수),-,대구,롯데 lose 4 vs win 11 삼성,18:30,2017
06.25(일),-,마산,KIA lose 6 vs win 9 NC,17:00,2017
06.27(화),-,마산,넥센 lose 2 vs win 7 NC,18:30,2017
06.28(수),-,마산,넥센 lose 3 vs win 9 NC,18:30,2017
07.19(수),-,청주,NC win 13 vs lose 9 한화,18:30,2017
07.20(목),-,청주,NC win 7 vs lose 4 한화,18:30,2017
07.21(금),-,잠실,한화 lose 6 vs win 9 두산,18:30,2017
07.29(토),-,문학,롯데 lose 1 vs win 4 SK,18:00,2017
07.30(일),-,문학,롯데 win 3 vs lose 2 SK,18:00,2017
